Title,Year,Google_Users,Google user ratings,movie description
Hugo,2011,"['83% liked this film', 'Google users']","['4.3', '634 ratings']","['Description', ""Hugo is a young orphan who loves pottering around with the station clocks and whose most treasured possession is his late father's automaton. His mission is to find a key that will get it working.""]"
Pitch Perfect 3,2017,"['88% liked this film', 'Google users']","['4.4', '335 ratings']","['Description', 'The Bellas have split after winning the World Championship. But they reunite for one last overseas singing competition to make music and some questionable decisions.']"
Watchmen,2009,"['75% liked this film', 'Google users']","['4.4', '1069 ratings']","['Description', 'Rorschach, a vigilante, sets out to investigate the mysterious circumstances under which one of his colleagues died. In the process of doing so, he discovers some disturbing secrets.']"
The Birdcage,1996,"['89% liked this film', 'Google users']","['4.8', '152 ratings']","['Description', ""Armand and Albert have built the perfect life for themselves tending to their gaudy Miami nightclub. But their pastel harmony is shaken when Armand's son decides to marry Senator Keele's daughter.""]"
Moulin Rouge!,2001,"['84% liked this film', 'Google users']","['4.5', '410 ratings']","['Description', ""Christian, an English writer, travels to Paris to join the Bohemian revolution. He visits the city's biggest night club, Moulin Rouge, and falls in love with its star performer and courtesan, Satine.""]"
Snow White and the Seven Dwarfs,1937,"['84% liked this film', 'Google users']","['4.3', '628 ratings']","['Description', 'When Snow White, a princess, is exiled by her stepmother, an evil queen who wants to kill her, she runs into a forest. Soon, she is rescued by seven dwarfs who form a friendship with her.']"
Hop,2011,"['85% liked this film', 'Google users']","['4.2', '252 ratings']","['Description', 'Fred, who has never taken life seriously, unintentionally injures an Easter Bunny and is forced to take him in as a guest. Soon, hilarity ensues as they struggle to deal with the situation.']"
Bad Moms,2016,"['84% liked this film', 'Google users']","['4.2', '186 ratings']","['Description', 'When three overworked mothers, Amy, Carla and Kiki, are pushed beyond their limits, they decide to shirk their responsibilities and lead a life they love.']"
Jupiter Ascending,2015,"['69% liked this film', 'Google users']",[],"['Description', ""Jupiter Jones works as a servant and cleans other people's houses. Her life changes when Caine, an ex-military hunter, informs her that she must fight to protect the Earth from a destructive force.""]"
Knowing,2007,[],[],[]
102 Dalmatians,2000,['Did you like this film?'],"['4.0', '60 ratings']","['Description', 'Cruella transforms into a good woman after she leaves prison. However, the sound of Big Ben causes her to go back to her devious ways and she decides to kidnap 102 Dalmatian puppies for a new coat.']"
Stand by Me Doraemon,2014,"['94% liked this film', 'Google users']","['4.9', '585 ratings']","['Description', 'Sewashi and Doraemon find themselves way back in time and meet Nobita. It is up to Doraemon to take care of Nobita or else he will not return to the present.']"
Storks,2016,"['77% liked this film', 'Google users']","['4.3', '360 ratings']","['Description', ""Storks leave behind the baby-delivering days and deliver packages instead. Trouble ensues when Tulip accidentally creates a baby after reading Nate's letter.""]"
Paul Blart: Mall Cop,2009,"['84% liked this film', 'Google users']","['4.5', '282 ratings']","['Description', ""Paul, a single dad who makes ends meet by working as a security guard at a mall, must save the day after thieves, dressed as Santa's employees, take over the mall.""]"
Wayne's World,1992,"['86% liked this film', 'Google users']","['4.5', '144 ratings']","['Description', 'Wayne and Garth own a public access TV show and cannot believe their luck when a local station decides to hire them. Soon, they find out that their show is no longer the same.']"
Maverick,1994,"['80% liked this film', 'Google users']","['4.4', '74 ratings']","['Description', 'Maverick is a gambler who needs an additional three thousand dollars to enter a Winner Take All poker game. He joins forces with a woman gambler and they both try their best to enter the game.']"
Mirror Mirror,2012,"['82% liked this film', 'Google users']","['4.3', '296 ratings']","['Description', ""When Snow White's evil stepmother takes over her kingdom and banishes her to the woods, she is forced to team up with a group of seven unruly dwarfs to take back what is rightfully hers.""]"
The Man in the Iron Mask,1998,"['90% liked this film', 'Google users']","['4.6', '217 ratings']","['Description', 'In 17th-century France, the four musketeers devise a plan to replace the widely hated King Louis XIV with a twin brother who has been imprisoned for the past six years with an iron mask on his face.']"
Cape Fear,1991,"['86% liked this film', 'Google users']","['4.1', '227 ratings']","['Description', 'After serving a 14-year prison sentence for raping a young woman, Max stalks Sam, his defence lawyer, and his family to take revenge for concealing evidence that was in his favour during the trial.']"
The Haunted Mansion,2003,"['80% liked this film', 'Google users']","['4.4', '163 ratings']","['Description', 'A couple decides to visit a mansion that Edward Gracey wants to sell. However, they soon discover that the property is haunted by evil spirits.']"
The Monkey King Havoc in Heavens Palace,2014,"['75% liked this film', 'Google users']","['4.1', '52 ratings']","['Description', 'Born out of the sacrifice made by Goddess Nuwa, the mischievous Monkey King challenges the Jade Emperor, giving him the opportunity to wage war on heaven.']"
While You Were Sleeping,1995,"['87% liked this film', 'Google users']","['4.8', '179 ratings']","['Description', ""Lonely transit worker Lucy Eleanor Moderatz (Sandra Bullock) pulls her longtime crush, Peter (Peter Gallagher), from the path of an oncoming train. At the hospital, doctors report that he's in a coma, and a misplaced comment from Lucy causes Peter's family to assume that she is his fiancée. When Luc"", ""y doesn't correct them, they take her into their home and confidence. Things get even more complicated when she finds herself falling for Peter's sheepish brother, Jack (Bill Pullman)."", '…&nbsp;', 'MORE']"
The Bridges of Madison County,1995,"['89% liked this film', 'Google users']","['4.8', '476 ratings']","['Description', ""Francesca's typical married life takes a positive turn when she decides to help new-in-town Robert to discover Iowa. Her short-term romance with him helps her jot down an unforgettable anecdote.""]"
From Vegas to Macau III,2016,"['77% liked this film', 'Google users']",[],"['Description', 'Cool seeks revenge on DOA organization for the death of his half-brother. With some help from a legendary gambler, he is hunting down the murderer.']"
Poseidon,2006,"['76% liked this film', 'Google users']","['3.8', '378 ratings']","['Description', ""On New Year's Eve, a giant wave crashes into Poseidon, a luxurious cruise liner, and flips it upside down. As the ship begins to sink, the passengers struggle to find a way to survive.""]"
The First Wives Club,1996,"['88% liked this film', 'Google users']","['4.5', '115 ratings']","['Description', 'When three wives are dumped by their respective husbands for younger models, they set out to seek their revenge against them.']"
Cliff Walkers,2021,"['82% liked this film', 'Google users']",[],"['Description', 'Trained in the Soviet Union, four special agents find themselves in constant danger after a traitor sells them out.']"
Scooby-Doo 2: Monsters Unleashed,2004,"['86% liked this film', 'Google users']","['4.7', '354 ratings']","['Description', 'The Mystery Inc. team is invited at the grand opening of the Coolsville Museum of Criminology, displaying costumes of the monsters. However, a masked man creates havoc by stealing those costumes.']"
Hot Shots!,1991,"['83% liked this film', 'Google users']","['4.5', '88 ratings']","['Description', ""Harley, a psychologically imbalanced fighter pilot, is entrusted the responsibility of destroying Saddam Hussein's nuclear plants while competing against a rival pilot.""]"
Road to Perdition,2002,"['87% liked this film', 'Google users']","['4.5', '336 ratings']","['Description', 'An assassin is on the run after his son witnesses a murder committed by his boss. He is torn between being loyal to his boss and saving his own child.']"
